medcodeid	term	arrhythmia	arrhythmia_cat	arrhythmia_type	cvd	angina	angina_cat	angina_type	cad	cad_cat	cad_type	mi	mi_cat	sca	sca_cat	revascularisation	revascularisation_cat	nonspecificcvd	nonspecificcvd_cat	hf_cat	hf	confidence	stroke	catstroke	vte	dvt	dvt_cat	dvt_type	pulmonaryembolism	pulmonaryembolism_cat	cardiomyopathy	cardiomyopathy_cat	cardiomyopathy_type	pericarditis	pericarditis_cat	vhd	vhd_cat	pvd	pvd_cat	cvdgrouped
5935321000006111	acute q wave myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
59588016	familial cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
5960951000006117	discharge from stroke service				stroke																	History	Stroke	History of																1
5960971000006110	seen by stroke service				stroke																	History	Stroke	History of																1
5989781000006116	cardiovascular therapy				cad				CAD	Diagnosis	Not specific																													1
59952018	nocturnal angina				cad				CAD	Diagnosis	Angina																													1
5996861000006112	stroke service				stroke																	History	Stroke	History of																1
6002251000006119	patch repair of femoral artery				pvd																																	PVD	Diagnosis	1
6016401000006115	history of atrial fibrillation	arrhythmia	History	History of arrhythmia	arrhythmia																																			1
601961000000117	referral to deep vein thrombosis clinic				dvt																					DVT	Possible	2.DVT other/NOS												1
6043761000006113	refractory heart failure				hf															Heart failure	Heart failure																			1
6043771000006118	non-q wave myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
6043781000006115	rapid atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
60444016	benign hypertensive heart disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
605461000006117	cva - cerebrovascular accident due to cerebral artery occlusion				stroke																	Diagnosis	Stroke	Ischaemic																1
605481000006110	cva - cerebrovascular accident in the puerperium				stroke																	Diagnosis	Stroke	Not specified																1
605491000006113	cva - cerebrovascular accident				stroke																	Diagnosis	Stroke	Not specified																1
605501000006117	cva unspecified				stroke																	Diagnosis	Stroke	Not specified																1
616081000006113	diabetes mellitus insulin-glucose infusion in acute myocardial infarction				cad				CAD	Diagnosis	MI																													1
6204381000006117	acute right-sided heart failure				hf															Heart failure	Heart failure																			1
6212521000006115	acute cardiac pulmonary oedema				hf															Heart failure	Heart failure																			1
62911012	adhesive pericarditis				pericarditis																													Pericarditis	Diagnosis					1
632111000000118	recurrent pulmonary embolism				pulmonaryembolism																								1	Diagnosis										1
6348241000006112	systolic dysfunction				hf															Heart failure	Heart failure																			1
6348291000006115	thrombotic stroke				stroke																	Diagnosis	Stroke	Ischaemic																1
6348301000006119	embolic stroke				stroke																	Diagnosis	Stroke	Ischaemic																1
6360351000006112	multi vessel coronary artery disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
6360361000006114	left main coronary artery disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
6360371000006119	significant coronary bypass graft disease				cad				CAD	Diagnosis	Revascularisation																													1
6360391000006118	atypical angina				angina	Angina	Diagnosis	Stable angina																																1
6360401000006116	recurrent angina after percutaneous transluminal coronary angioplasty				angina	Angina	Diagnosis	Stable angina																																1
6360421000006114	recurrent angina after coronary stent placement				cad				CAD	Diagnosis	Angina																													1
6360441000006119	recurrent angina after coronary artery bypass graft				angina	Angina	Diagnosis	Stable angina																																1
636701000000115	persistent atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
636721000000112	permanent atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
6376621000006115	acute mitral regurgitation				vhd																															1	Diagnosis			1
639341000006115	emergency bypass of aorta by anastomosis of axillary artery to femoral artery				pvd																																	PVD	Diagnosis	1
639371000006111	emergency bypass of bifurcation of aorta by anastomosis of aorta to femoral artery				pvd																																	PVD	Diagnosis	1
639381000006114	emergency bypass of bifurcation of aorta by anastomosis of aorta to iliac artery				pvd																																	PVD	Diagnosis	1
639461000006110	emerg bypass femoral artery by fem/fem art anastomosis nec				pvd																																	PVD	Diagnosis	1
639481000006117	emerg bypass iliac artery by aorta/ext iliac art anast nec				pvd																																	PVD	Diagnosis	1
639491000006119	emerg bypass iliac artery by femoral/femoral art anast nec				pvd																																	PVD	Diagnosis	1
639501000006110	emerg bypass iliac artery by iliac/iliac art anastomosis nec				pvd																																	PVD	Diagnosis	1
639521000006117	emerg bypass leg artery by aorta/com fem art anastomosis nec				pvd																																	PVD	Diagnosis	1
639531000006119	emerg bypass leg artery by aorta/deep fem anastomosis nec				pvd																																	PVD	Diagnosis	1
639601000006111	emerg bypass popliteal artery by pop/fem art anastomosis nec				pvd																																	PVD	Diagnosis	1
639641000006113	emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to femoral artery				pvd																																	PVD	Diagnosis	1
639651000006110	emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to iliac artery				pvd																																	PVD	Diagnosis	1
639681000006119	emergency replacement of aneurysmal common iliac artery by anastomosis of aorta to common iliac artery				pvd																																	PVD	Diagnosis	1
639701000006116	emergency replacement of aneurysmal iliac artery by anastomosis of aorta to external iliac artery				pvd																																	PVD	Diagnosis	1
639711000006118	emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to popliteal artery using vein graft				pvd																																	PVD	Diagnosis	1
639751000006117	emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using vein graft				pvd																																	PVD	Diagnosis	1
639761000006115	emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis				pvd																																	PVD	Diagnosis	1
639771000006110	emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to femoral artery				pvd																																	PVD	Diagnosis	1
639781000006113	emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to tibial artery using prosthesis				pvd																																	PVD	Diagnosis	1
639791000006111	emergency replacement of aneurysmal iliac artery by anastomosis of iliac artery to femoral artery				pvd																																	PVD	Diagnosis	1
639801000006112	emergency replacement of aneurysmal iliac artery by anastomosis of iliac artery to iliac artery				pvd																																	PVD	Diagnosis	1
639821000006119	emergency replacement of aneurysmal artery of leg by anastomosis of aorta to common femoral artery				pvd																																	PVD	Diagnosis	1
639831000006116	emergency replacement of aneurysmal artery of leg by anastomosis of aorta to superficial femoral artery				pvd																																	PVD	Diagnosis	1
639851000006111	emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to popliteal artery using prosthesis				pvd																																	PVD	Diagnosis	1
639861000006113	emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to tibial artery using vein graft				pvd																																	PVD	Diagnosis	1
639871000006118	emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to tibial artery using prosthesis				pvd																																	PVD	Diagnosis	1
639881000006115	emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to femoral artery				pvd																																	PVD	Diagnosis	1
639911000006115	emergency replacement of aneurysmal iliac artery by anastomosis of femoral artery to femoral artery				pvd																																	PVD	Diagnosis	1
639921000006111	emergency replacement of aneurysmal femoral or popliteal artery by anastomosis				pvd																																	PVD	Diagnosis	1
640141000006112	emergency replacement aneurysmal femoral/popliteal artery os				pvd																																	PVD	Diagnosis	1
640151000006114	emergency replacement of aneurysmal superficial femoral artery				pvd																																	PVD	Diagnosis	1
640181000006118	emergency replacement of aneurysmal femoral or popliteal artery				pvd																																	PVD	Diagnosis	1
641681000006116	endarterectomy of femoral artery and patch repair of femoral artery				pvd																																	PVD	Diagnosis	1
641691000006118	endarterectomy of iliac artery and patch repair of iliac artery				pvd																																	PVD	Diagnosis	1
641701000006118	endarterectomy of popliteal artery and patch repair of popliteal artery				pvd																																	PVD	Diagnosis	1
64466019	hepatic vein thrombosis				vte																				1															1
6452821000006114	pulmonary embolus care				pulmonaryembolism																								1	Diagnosis										1
6546751000006118	first myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
6593611000006112	drug-induced bradycardia	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
6611081000006118	restrictive cardiomyopathy with endomyocardial fibrosis				cardiomyopathy																										Cardiomyopathy	Diagnosis	Restrictive cardiomyopathy							1
6615851000006116	dilated cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
6615891000006110	dcm - dilated cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
6632221000006112	peripheral arterial occlusive disease				pvd																																	PVD	Diagnosis	1
6632271000006113	peripheral artery occlusive disease				pvd																																	PVD	Diagnosis	1
6633851000006110	pvd-peripheral vascular disease				pvd																																	PVD	Diagnosis	1
6651221000006117	stemi - st elevation myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
6651391000006114	nstemi - non-st segment elevation mi				cad				CAD	Diagnosis	MI																													1
6694741000006111	deep venous thrombosis of lower extremity				vte																				1															1
6694751000006113	dvt - deep vein thrombosis of lower limb				dvt																					DVT														1
6694761000006110	deep venous thrombosis of leg				dvt																					DVT		3. DVT legs												1
6694771000006115	deep venous thrombosis of lower limb				dvt																					DVT														1
67081000006119	ventricular septal defect as current complication following acute myocardial infarction				cad				CAD	3	MI																													1
6716261000006118	cardiovascular event				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
6837051000006119	basal ganglion stroke				stroke																	Diagnosis	Stroke	Not specified																1
6837061000006117	basal ganglion infarct				stroke																	Diagnosis	Stroke	Ischaemic																1
6841231000006113	acute ischaemic heart disease				mi							Myocardial infarction	Myocardial infarction																											1
6841391000006118	acute myocardial ischaemia				mi							Myocardial infarction	Myocardial infarction																											1
6846141000006118	cardioembolic stroke				stroke																	Diagnosis	Stroke	Ischaemic																1
6847761000006118	chronic ischemic heart disease				cad				CAD	Diagnosis	Not specific																													1
6860251000006115	ischemic heart disease				cad				CAD	Diagnosis	Not specific																													1
6860261000006118	ihd - ischemic heart disease				cad				CAD	Diagnosis	Not specific																													1
6873341000006113	restrictive cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Restrictive cardiomyopathy							1
6906591000006115	referral for paediatric arrhythmia	arrhythmia	Possible	arrhythmia NOS	arrhythmia																																			1
6908391000006111	stroke/transient ischaemic attack monitoring invitation				stroke																	History	Stroke	History of																1
6908491000006118	referral for paediatric congenital heart disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
6914191000006115	systolic heart failure				hf															Heart failure	Heart failure																			1
6919191000006119	diastolic heart failure				hf															Heart failure	Heart failure																			1
6927491000006113	off-pump coronary artery bypass				revascularisation											revascularisation	Diagnosis																							1
6932331000006118	midcab - minimally invasive direct coronary artery bypass				cad				CAD	Diagnosis	Revascularisation																													1
6940971000006119	catecholaminergic polymorphic ventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
6946631000006113	obliterative coronary artery disease				cad				CAD	Diagnosis	Not specific																													1
6978012	diastolic dysfunction				hf															Heart failure	Heart failure																			1
6979551000006112	bradyarrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
6990981000006114	ischaemic stroke				stroke																	Diagnosis	Stroke	Ischaemic																1
6990991000006112	ischemic stroke				stroke																	Diagnosis	Stroke	Ischaemic																1
6999341000006113	cardiac arrest due to trauma				sca									Sudden cardiac arrest	Diagnosis																									1
7003211000006110	cardiac arrest due to cardiac disorder				cad				CAD	Diagnosis	SCA																													1
700741000006112	rheumatic mitral regurgitation				vhd																															1	Diagnosis			1
7025691000006110	decompensated chronic heart failure				hf															Heart failure	Heart failure																			1
7046521000006117	inappropriate sinus tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
7046981000006110	chronic atrial flutter	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
7051019	syphilitic pericarditis				pericarditis																													Pericarditis	Diagnosis					1
7054171000006115	acute lacunar infarction				mi							Myocardial infarction	Myocardial infarction																											1
7056281000006118	congestive heart failure due to left ventricular systolic dysfunction				hf															Heart failure	Heart failure																			1
7060391000006115	sustained ventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
7062001000006114	ecg: bradycardia	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
7062541000006116	ecg: accelerated junctional rhythm	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
7063881000006115	ecg: supraventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
7064691000006118	transient cerebral ischaemia due to atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
7065281000006117	ischaemic congestive cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
70653017	congestive heart failure				hf															Heart failure	Heart failure																			1
7067481000006114	ecg: junctional escape rhythm	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
7071911000006114	thalamic stroke				stroke																	Diagnosis	Stroke	Not specified																1
7073201000006115	ecg: sinus arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
7078581000006116	deep venous thrombosis of deep femoral vein				dvt																					DVT		3. DVT legs												1
7078601000006114	deep venous thrombosis of the popliteal vein				vte																				1															1
7084801000006112	mixed myocardial ischaemia and infarction				mi							Myocardial infarction	Myocardial infarction																											1
7087161000006110	cardiopulmonary resuscitation not attempted				cad				CAD	Diagnosis	SCA																													1
7093091000006111	recent myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
7095591000006118	palpitations with regular rhythm	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
7096971000006119	history of cardiac arrest				sca									Sudden cardiac arrest	History																									1
7097661000006116	wells deep vein thrombosis (dvt) clinical probability score				dvt																					DVT	Possible													1
7105241000006116	typical angina				angina	Angina	Diagnosis	Stable angina																																1
7106991000006111	coronary arteriosclerosis of coronary artery bypass graft				cad				CAD	Diagnosis	Revascularisation																													1
7108391000006114	ischaemic ulcer of toe				pvd																																	PVD	Diagnosis	1
7119751000006110	chronic systolic dysfunction of left ventricle				hf															Heart failure	Heart failure																			1
7119761000006112	chronic left ventricular systolic dysfunction				hf															Heart failure	Heart failure																			1
7148321000006117	referral to deep vein thrombosis (dvt) clinic				vte																				1															1
7224311000006117	endovascular repair of aneurysm of iliac artery				pvd																																	PVD	Diagnosis	1
7250571000006113	chronic systolic heart failure				hf															Heart failure	Heart failure																			1
7251291000006119	chronic diastolic heart failure				hf															Heart failure	Heart failure																			1
72571000006115	unstable angina				cad				CAD	Diagnosis	Angina																													1
7273741000006119	deep venous thrombosis of peroneal vein				vte																				1															1
728671000006119	malignant hypertensive heart disease with congestive cardiac failure				hf															Heart failure	Heart failure																			1
728681000006116	malignant hypertensive heart disease without congestive heart failure				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
72934016	rheumatic left ventricular failure				hf															Heart failure	Heart failure																			1
7295131000006119	symptomatic sinus bradycardia	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
7295961000006113	superior cerebellar artery syndrome				stroke																	Diagnosis	Stroke	Not specified																1
7295971000006118	nonsustained ventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
7298951000006115	arteriosclerosis of coronary artery bypass graft of transplanted heart				revascularisation											revascularisation	Diagnosis																							1
7321121000006119	heart failure with preserved ejection fraction				hf															Heart failure	Heart failure																			1
732801000000119	cardiac troponin positive				cad				CAD	Diagnosis	MI																													1
7347751000006119	left ventricular myocardial noncompaction cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
7363341000006119	intraparenchymal haemorrhage of brain				stroke																	Diagnosis	Stroke	Haemorrhagic																1
7375931000006117	insertion of pacemaker for control of atrial fibrillation	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
7376881000006118	thrombophlebitis of superficial veins of lower leg				dvt																					DVT		3. DVT legs												1
7382631000006110	national institutes of health stroke scale				stroke																	History	Stroke	History of																1
741661000006118	hypertensive heart disease nos				cad				CAD	Diagnosis	Not specific																													1
741681000006111	hypertensive heart disease nos with ccf				hf															Heart failure	Heart failure																			1
741691000006114	hypertensive heart disease nos without ccf				cad				CAD	Diagnosis	Not specific																													1
741701000006114	hypertensive heart and renal disease with (congestive) heart failure				hf															Heart failure	Heart failure																			1
742481000006118	ischaemic leg				pvd																																	PVD	Diagnosis	1
74409013	persistent sinus bradycardia	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
7445951000006118	cardiovascular mri system, permanent magnet				cad				CAD	Diagnosis	Not specific																													1
7448211000006117	cardiovascular ultrasound imaging system				cad				CAD	Diagnosis	Not specific																													1
744901000006114	intracerebral haemorrhage (ich)				stroke																	Diagnosis	Stroke	Haemorrhagic																1
744921000006116	intracerebral haemorrhage in hemisphere, unspecified				stroke																	Diagnosis	Stroke	Haemorrhagic																1
7450811000006118	cardiac arrhythmia physiologic monitoring system	arrhythmia	Disease management	arrhythmia NOS	arrhythmia																																			1
746571000006116	intracerebral haemorrhage, multiple localized				stroke																	Diagnosis	Stroke	Haemorrhagic																1
7475611000006114	cardiomyopathy due to neuromuscular disorder				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
7475721000006114	heart failure due to end stage congenital heart disease				hf															Heart failure	Heart failure																			1
7475751000006117	ischaemic dilated cardiomyopathy due to coronary artery disease				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
7475781000006113	ischemic dilated cardiomyopathy due to coronary artery disease				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
7483111000006112	history of palpitations	arrhythmia	History	History of arrhythmia	arrhythmia																																			1
7484711000006114	heart failure medication review				hf															Disease management	Heart failure																			1
7484761000006112	catheter ablation for cardiac arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
7487181000006110	dysfunction of right cardiac ventricle				hf															Heart failure	Heart failure																			1
748941000006115	left sided intracerebral haemorrhage, unspecified				stroke																	Diagnosis	Stroke	Haemorrhagic																1
7506451000006117	arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
7507301000006110	acute exacerbation of chronic congestive heart failure				hf															Heart failure	Heart failure																			1
7508021000006119	cabg (coronary artery bypass graft) operation planned				revascularisation											revascularisation	Possible																							1
7510321000006115	asymptomatic left ventricular systolic dysfunction				hf															Heart failure	Heart failure																			1
7510331000006117	history of non-st segment elevation myocardial infarction				mi							Myocardial infarction	History of																											1
7510341000006110	symptomatic congestive heart failure				hf															Heart failure	Heart failure																			1
7518321000006118	coronary artery disease absent				cad				CAD	Diagnosis	Not specific																													1
7519441000006112	cerebrovascular accident annual review				stroke																	History	Stroke	History of																1
75410014	hypertrophic obstructive cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Hypertrophic cardiomyopathy							1
7567311000006114	deep vein thrombosis clinic				vte																				1															1
7568281000006111	stroke clinic				stroke																	History	Stroke	History of																1
7571561000006115	bradycardic cardiac arrest				sca									Sudden cardiac arrest	Diagnosis																									1
7571581000006113	acute anterior st segment elevation myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
7571601000006115	acute stemi (st elevation myocardial infarction) of anterior wall				cad				CAD	Diagnosis	MI																													1
7571611000006117	acute st segment elevation myocardial infarction of anterior wall involving right ventricle				cad				CAD	Diagnosis	MI																													1
7572221000006117	subsequent st segment elevation myocardial infarction of inferior wall				mi							Myocardial infarction	Myocardial infarction																											1
7572301000006119	acute myocardial infarction during procedure				cad				CAD	Diagnosis	MI																													1
7572321000006112	acute st segment elevation myocardial infarction of inferior wall				cad				CAD	Diagnosis	MI																													1
7572331000006110	acute stemi (st elevation myocardial infarction) of inferior wall				mi							Myocardial infarction	Myocardial infarction																											1
7572341000006117	acute inferior st segment elevation myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
7572351000006115	silent coronary vasospastic disease				cad				CAD	Diagnosis	Not specific																													1
7572361000006118	non-aneurysmal subarachnoid intracranial haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
7572651000006112	non-rheumatic aortic valve stenosis with regurgitation				vhd																															1	Diagnosis			1
7572881000006117	acute st segment elevation myocardial infarction of inferior wall involving right ventricle				mi							Myocardial infarction	Myocardial infarction																											1
7573171000006116	heart failure with reduced ejection fraction				hf															Heart failure	Heart failure																			1
7573181000006118	heart failure with reduced ejection fraction due to coronary artery disease				hf															Heart failure	Heart failure																			1
7573191000006115	heart failure with reduced ejection fraction due to myocarditis				hf															Heart failure	Heart failure																			1
7573201000006117	heart failure with reduced ejection fraction due to cardiomyopathy				hf															Heart failure	Heart failure																			1
7573211000006119	heart failure with reduced ejection fraction due to heart valve disease				hf															Heart failure	Heart failure																			1
7574001000006114	aortic valve regurgitation secondary to aortic dilation				vhd																															1	Diagnosis			1
7574041000006111	mitral valve regurgitation due to acute myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
7574481000006111	subsequent non-st segment elevation myocardial infarction				cad				CAD	Diagnosis	MI																													1
7574491000006114	subsequent nstemi (non-st segment elevation myocardial infarction)				mi							Myocardial infarction	Myocardial infarction																											1
7597121000006117	stroke impact scale version 3.0				stroke																	History	Stroke	History of																1
7597161000006111	inferior st segment elevation				mi							Myocardial infarction	Myocardial infarction																											1
7598981000006119	cerebral infarction due to embolism of middle cerebral artery				stroke																	Diagnosis	Stroke	Ischaemic																1
7599001000006116	cerebral infarction due to thrombosis of middle cerebral artery				stroke																	Diagnosis	Stroke	Ischaemic																1
7607531000006119	cardiovascular magnetic resonance imaging system				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
7608381000006110	cardiovascular catheter				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
7609581000006110	acute pulmonary embolism				pulmonaryembolism																								1	Diagnosis										1
7610331000006110	longstanding persistent atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
7617181000006110	chronic pulmonary thromboembolism				vte																				1															1
7618821000006118	stroke impact scale version 3.0 score				stroke																	History	Stroke	History of																1
7662871000006115	inducible ischaemia manifest on stress test post myocardial infarction				cad				CAD	Diagnosis	MI																													1
7699481000006113	pulmonary embolism on long-term anticoagulation therapy				vte																				1															1
7703511000006110	subacute ischaemic heart disease				cad				CAD	Diagnosis	Not specific																													1
7703601000006113	post stroke pain				stroke																	History	Stroke	History of																1
772141000006118	insulin dependent diab mell with peripheral angiopathy				pvd																																	PVD	Diagnosis	1
7771221000006112	cardiovascular care				cad				CAD	Diagnosis	Not specific																													1
7806081000006118	cardiomyopathy and renal anomaly syndrome				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
783761000006118	implantation of intravenous pacemaker for atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
7839991000006115	silent cerebral infarct				stroke																	Diagnosis	Stroke	Ischaemic																1
784191000006110	impaired left ventricular function				hf															Heart failure	Heart failure																			1
7844010	preinfarction syndrome				angina	Angina	Diagnosis	Unstable angina																																1
7845011	unstable angina				angina	Angina	Diagnosis	Unstable angina																																1
7847015	crescendo angina				cad				CAD	Diagnosis	Angina																													1
7848591000006115	myopericarditis				pericarditis																													Pericarditis	Diagnosis					1
7855631000006111	cerebral ischaemic stroke due to small artery occlusion				stroke																	Diagnosis	Stroke	Ischaemic																1
7855741000006112	atherosclerosis of autologous coronary artery bypass graft				revascularisation											revascularisation	Diagnosis																							1
7861341000006115	epilepsy due to stroke				stroke																	History	Stroke	History of																1
787101000006114	iddm with peripheral circulatory disorder				pvd																																	PVD	Diagnosis	1
789941000006117	hypertensive heart and renal disease with both (congestive) heart failure and renal failure				hf															Heart failure	Heart failure																			1
7960571000006118	impaired cardiovascular system function				cad				CAD	Diagnosis	Not specific																													1
7964821000006113	nonischemic congestive cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
7966351000006118	acute deep vein thrombosis of lower limb				vte																				1															1
7966931000006114	angina associated with type 2 diabetes mellitus				angina	Angina	Diagnosis	Stable angina																																1
7967281000006119	pulmonary embolism with pulmonary infarction				vte																				1															1
798761000006112	gas gangrene				pvd																																	PVD	Diagnosis	1
800691000006113	diffuse cerebrovascular disease				cad				CAD	Diagnosis	Not specific																													1
8011041000006111	acute myocardial infarction due to right coronary artery occlusion				cad				CAD	Diagnosis	MI																													1
8011111000006111	congestive heart failure with right heart failure				hf															Heart failure	Heart failure																			1
8011371000006117	sequela of ischaemic cerebral infarction				stroke																	History	Stroke	History of																1
8014911000006110	sequela of cardioembolic stroke				stroke																	History	Stroke	History of																1
8015251000006119	chest pain of pericarditis				pericarditis																													Pericarditis	Diagnosis					1
8015271000006112	peripheral vascular disease associated with another disorder				pvd																																	PVD	Diagnosis	1
8026081000006119	visual disturbance as sequela of cerebrovascular disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
8030311000006111	exacerbation of congestive heart failure				hf															Heart failure	Heart failure																			1
8030421000006114	hypertensive heart and chronic kidney disease stage 4				cad				CAD	Diagnosis	Not specific																													1
8030431000006112	hypertensive heart and chronic kidney disease stage 3				cad				CAD	Diagnosis	Not specific																													1
8030441000006119	hypertensive heart and chronic kidney disease stage 2				cad				CAD	Diagnosis	Not specific																													1
8030451000006117	hypertensive heart and chronic kidney disease stage 1				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
8037691000006113	atrial fibrillation with rapid ventricular response	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
8041051000006118	history of placement of stent in coronary artery bypass graft				revascularisation											revascularisation	History																							1
8041571000006119	acute deep venous thrombosis				dvt																					DVT														1
8041581000006116	acute deep venous thrombosis of femoral vein				vte																				1															1
8041601000006114	acute deep venous thrombosis of ileofemoral vein				dvt																					DVT		3. DVT legs												1
8042101000006112	chronic pulmonary embolism				vte																				1															1
80421013	aneurysm of popliteal artery				pvd																																	PVD	Diagnosis	1
8042511000006119	acute deep venous thrombosis of internal jugular vein				vte																				1															1
8044481000006118	ischaemic stroke without coma				stroke																	Diagnosis	Stroke	Ischaemic																1
8044851000006112	history of recurrent deep vein thrombosis				dvt																					DVT	History	90. History of DVT/PE												1
8048061000006111	chronic combined systolic and diastolic heart failure				hf															Heart failure	Heart failure																			1
8058201000006119	fh: deep vein thrombosis				vte																				1															1
8059821000006119	h/o: ventricular tachycardia	arrhythmia	History	History of arrhythmia	arrhythmia																																			1
8065541000006115	cardiomyopathy due to viral infection				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
8075341000006116	irregular palpitations	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
8075371000006112	regular palpitations	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
8087551000006113	history of acute st segment elevation myocardial infarction				mi							Myocardial infarction	History of																											1
8087571000006115	history of pericarditis				pericarditis																													Pericarditis	History					1
8087751000006116	acute st segment elevation myocardial infarction involving left anterior descending coronary artery				mi							Myocardial infarction	Myocardial infarction																											1
8089851000006116	nontraumatic intracerebral haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
809421000006116	history of cerebrovascular accident				stroke																	History	Stroke	History of																1
810811000006116	h/o: myocardial infarct at less than 60				mi							Myocardial infarction	History of																											1
810821000006112	h/o: myocardial infarct at greater than 60				cad				CAD	3	MI																													1
81186016	mitral valve regurgitation				vhd																															1	Diagnosis			1
81192010	mitral valve insufficiency				vhd																															1	Diagnosis			1
81193017	mitral regurgitation				vhd																															1	Diagnosis			1
813961000006116	haemopericardium as current complication following acute myocardial infarction				mi							Myocardial infarction	History of																											1
