prodcode	bnftext	ingredient	productname	class	extra	depression_drugs
59820	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg/5ml oral solution sugar free (wockhardt uk ltd)	TCA		1
70300	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg/5ml oral solution sugar free (alliance healthcare (distribution) ltd)	TCA		1
60355	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (phoenix healthcare distribution ltd)	TCA		1
65439	tricyclic and related antidepressants	amitriptyline hydrochloride	amitriptyline 25mg tablets (sandoz ltd)	TCA		1
34224	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg/5ml oral solution sugar free (rosemont pharmaceuticals ltd)	TCA		1
66578	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (mawdsley-brooks & company ltd)	TCA		1
70991	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (arrow generics ltd)	TCA		1
46970	tricyclic and related antidepressants	amitriptyline hydrochloride	amitriptyline 50mg tablets (ivax pharmaceuticals uk ltd)	TCA		1
33090	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (a a h pharmaceuticals ltd)	TCA		1
34274	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (a a h pharmaceuticals ltd)	TCA		1
34107	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (wockhardt uk ltd)	TCA		1
61835	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (de pharmaceuticals)	TCA		1
26213	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	domical 10mg tablet (berk pharmaceuticals ltd)	TCA		1
34731	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (kent pharma (uk) ltd)	TCA		1
22070	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 10mg/5ml oral solution (rosemont pharmaceuticals ltd)	TCA		1
34401	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (wockhardt uk ltd)	TCA		1
4682	unknown	amitriptyline hydrochloride	amitriptyline 50mg modified-release capsules	TCA		1
42078	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (almus pharmaceuticals ltd)	TCA		1
595	tricyclic and related antidepressants	amitriptyline hydrochloride/perphenazine	amitriptyline 25mg / perphenazine 2mg tablets	TCA		1
16323	antipsychotic products/tricyclic and related antidepressants	amitriptyline hydrochloride/perphenazine	perphenazine 2mg with amitriptyline 10mg tablet	TCA		1
1208	tricyclic and related antidepressants	amitriptyline hydrochloride/perphenazine	triptafen tablets (advanz pharma)	TCA		1
6894	antipsychotic products/tricyclic and related antidepressants	amitriptyline hydrochloride/perphenazine	perphenazine 2mg with amitriptyline 25mg tablet	TCA		1
38827	unknown	amitriptyline hydrochloride/perphenazine	triptafen-m tablets (mercury pharma group ltd)	TCA		1
3490	unknown	amitriptyline hydrochloride/perphenazine	amitriptyline 10mg / perphenazine 2mg tablets	TCA		1
1453	antipsychotic products/tricyclic and related antidepressants	amitriptyline hydrochloride/perphenazine	triptafen m 2mg+10mg tablet (goldshield pharmaceuticals ltd)	TCA		1
64458	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg/5ml oral suspension	TCA		1
8661	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 75mg modified-release tablets	TCA		1
34866	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 10mg capsules (a a h pharmaceuticals ltd)	TCA		1
41597	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg capsules (ivax pharmaceuticals uk ltd)	TCA		1
65804	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg capsules (teva uk ltd)	TCA		1
7894	tricyclic and related antidepressants	clomipramine hydrochloride	anafranil sr 75mg tablets (novartis pharmaceuticals uk ltd)	TCA		1
8720	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg/5ml oral solution	TCA		1
38274	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg/5ml oral suspension	TCA		1
53161	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg/5ml oral solution	TCA		1
7693	tricyclic and related antidepressants	clomipramine hydrochloride	anafranil 50mg capsules (novartis pharmaceuticals uk ltd)	TCA		1
43561	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 10mg capsules (teva uk ltd)	TCA		1
3194	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 10mg capsules	TCA		1
3657	tricyclic and related antidepressants	clomipramine hydrochloride	anafranil 25mg capsules (novartis pharmaceuticals uk ltd)	TCA		1
53187	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg capsules (kent pharma (uk) ltd)	TCA		1
45318	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg capsules (a a h pharmaceuticals ltd)	TCA		1
65762	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg capsules (waymade healthcare plc)	TCA		1
3670	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg capsules	TCA		1
34245	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg capsules (a a h pharmaceuticals ltd)	TCA		1
41628	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 10mg capsules (ivax pharmaceuticals uk ltd)	TCA		1
62620	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 10mg capsules (viatris uk healthcare ltd)	TCA		1
68665	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 10mg capsules (almus pharmaceuticals ltd)	TCA		1
45350	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg capsules (teva uk ltd)	TCA		1
41563	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg capsules (ivax pharmaceuticals uk ltd)	TCA		1
7515	tricyclic and related antidepressants	clomipramine hydrochloride	anafranil 10mg capsules (novartis pharmaceuticals uk ltd)	TCA		1
3925	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg capsules	TCA		1
8719	tricyclic and related antidepressants	clomipramine hydrochloride	anafranil 25mg/5ml syrup (novartis pharmaceuticals uk ltd)	TCA		1
29875	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (viatris uk healthcare ltd)	TCA		1
1940	tricyclic and related antidepressants	dosulepin hydrochloride	dothapax 25 capsules (ashbourne pharmaceuticals ltd)	TCA		1
15632	tricyclic and related antidepressants	dosulepin hydrochloride	dothapax 75 tablets (ashbourne pharmaceuticals ltd)	TCA		1
71059	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (sovereign medical ltd)	TCA		1
42734	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (almus pharmaceuticals ltd)	TCA		1
74	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets	TCA		1
33164	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (sandoz ltd)	TCA		1
23426	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (a a h pharmaceuticals ltd)	TCA		1
51758	tricyclic and related antidepressants	dosulepin hydrochloride	prothiaden 25mg capsules (stephar (u.k.) ltd)	TCA		1
44853	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (kent pharma (uk) ltd)	TCA		1
30376	tricyclic and related antidepressants	dosulepin hydrochloride	thaden 25mg capsules (opus pharmaceuticals ltd)	TCA		1
34643	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (almus pharmaceuticals ltd)	TCA		1
21819	tricyclic and related antidepressants	dosulepin hydrochloride	prepadine 75mg tablets (teva uk ltd)	TCA		1
10948	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg/5ml oral solution sugar free	TCA		1
57926	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg/5ml oral solution	TCA		1
31826	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (ivax pharmaceuticals uk ltd)	TCA		1
6054	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg/5ml oral solution sugar free	TCA		1
1169	tricyclic and related antidepressants	dosulepin hydrochloride	prothiaden 25mg capsules (teofarma s.r.l.)	TCA		1
2320	tricyclic and related antidepressants	dosulepin hydrochloride	prothiaden 75mg tablets (teofarma s.r.l.)	TCA		1
71023	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg/5ml oral solution sugar free (special order)	TCA		1
34641	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (sovereign medical ltd)	TCA		1
34058	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (teva uk ltd)	TCA		1
21820	tricyclic and related antidepressants	dosulepin hydrochloride	prepadine 25mg capsules (teva uk ltd)	TCA		1
19186	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (actavis uk ltd)	TCA		1
21157	tricyclic and related antidepressants	dosulepin hydrochloride	thaden 75mg tablets (opus pharmaceuticals ltd)	TCA		1
62681	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (sandoz ltd)	TCA		1
84	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules	TCA		1
34745	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (actavis uk ltd)	TCA		1
32121	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (a a h pharmaceuticals ltd)	TCA		1
67728	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (alliance healthcare (distribution) ltd)	TCA		1
34525	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (viatris uk healthcare ltd)	TCA		1
34223	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (teva uk ltd)	TCA		1
19168	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg/5ml mixture	TCA		1
43024	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 100mg/5ml oral solution	TCA		1
50722	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg/5ml oral solution	TCA		1
45737	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg/5ml oral solution (rosemont pharmaceuticals ltd)	TCA		1
31824	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (ivax pharmaceuticals uk ltd)	TCA		1
67990	tricyclic and related antidepressants	dosulepin hydrochloride	prothiaden 25mg capsules (sigma pharmaceuticals plc)	TCA		1
70838	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsule (celltech pharma europe ltd)	TCA		1
70593	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg/5ml oral suspension	TCA		1
33074	tricyclic and related antidepressants/drugs for urinary frequency, enuresis, and incontinence	imipramine hydrochloride	praminil 10mg tablet (ddsa pharmaceuticals ltd)	TCA		1
1809	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 25mg tablets	TCA		1
70287	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 10mg tablets (sigma pharmaceuticals plc)	TCA		1
42247	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 25mg/5ml oral solution sugar free	TCA		1
1310	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 10mg tablets	TCA		1
67935	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 10mg tablets (almus pharmaceuticals ltd)	TCA		1
34355	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 25mg tablets (accord healthcare ltd)	TCA		1
7910	tricyclic and related antidepressants	imipramine hydrochloride	tofranil 25mg tablets (novartis pharmaceuticals uk ltd)	TCA		1
41408	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 25mg tablets (teva uk ltd)	TCA		1
56501	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	tofranil 25mg tablets (lexon (uk) ltd)	TCA		1
34872	tricyclic and related antidepressants/drugs for urinary frequency, enuresis, and incontinence	imipramine hydrochloride	imipramine 25mg tablet (c p pharmaceuticals ltd)	TCA		1
34222	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 10mg tablets (accord healthcare ltd)	TCA		1
2579	tricyclic and related antidepressants/drugs for urinary frequency, enuresis, and incontinence	imipramine hydrochloride	tofranil 10mg tablet (novartis pharmaceuticals uk ltd)	TCA		1
4404	unknown	imipramine hydrochloride	tofranil 25mg/5ml syrup (novartis pharmaceuticals uk ltd)	TCA		1
8055	unknown	imipramine hydrochloride	imipramine 25mg/5ml oral solution	TCA		1
34813	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 25mg tablets (a a h pharmaceuticals ltd)	TCA		1
32863	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 10mg tablets (teva uk ltd)	TCA		1
41681	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 10mg tablets (a a h pharmaceuticals ltd)	TCA		1
71253	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 10mg tablets (de pharmaceuticals)	TCA		1
56229	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg/5ml oral solution	TCA		1
34578	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (ivax pharmaceuticals uk ltd)	TCA		1
56703	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (sandoz ltd)	TCA		1
34046	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (a a h pharmaceuticals ltd)	TCA		1
43534	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg/5ml oral suspension (rosemont pharmaceuticals ltd)	TCA		1
67742	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (viatris uk healthcare ltd)	TCA		1
68657	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (kent pharma (uk) ltd)	TCA		1
66100	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (de pharmaceuticals)	TCA		1
25444	tricyclic and related antidepressants	lofepramine hydrochloride	lomont 70mg/5ml oral suspension (rosemont pharmaceuticals ltd)	TCA		1
60591	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (teva uk ltd)	TCA		1
71067	unknown	lofepramine hydrochloride	lofepramine 70mg tablets (almus pharmaceuticals ltd)	TCA		1
2093	tricyclic and related antidepressants	lofepramine hydrochloride	gamanil 70mg tablets (merck serono ltd)	TCA		1
34950	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (accord healthcare ltd)	TCA		1
34672	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (sterwin medicines)	TCA		1
41627	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablet (teva uk ltd)	TCA		1
58450	tricyclic and related antidepressants	lofepramine hydrochloride	feprapax 70mg tablets (ashbourne pharmaceuticals ltd)	TCA		1
114	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets	TCA		1
4218	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg/5ml oral suspension sugar free	TCA		1
69317	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 50mg tablets	TCA		1
3183	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg tablets	TCA		1
48216	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 25mg tablets (a a h pharmaceuticals ltd)	TCA		1
17183	tricyclic and related antidepressants/neuropathic pain	nortriptyline hydrochloride	aventyl 10mg capsule (eli lilly and company ltd)	TCA		1
39145	tricyclic and related antidepressants/neuropathic pain	nortriptyline hydrochloride	nortriptyline 10mg/5ml liquid	TCA		1
68228	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg/5ml oral suspension	TCA		1
8640	tricyclic and related antidepressants	nortriptyline hydrochloride	allegron 25mg tablets (king pharmaceuticals ltd)	TCA		1
72626	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg/5ml oral solution	TCA		1
66201	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 25mg tablets (sigma pharmaceuticals plc)	TCA		1
7677	tricyclic and related antidepressants	nortriptyline hydrochloride	allegron 10mg tablets (king pharmaceuticals ltd)	TCA		1
55970	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg tablets (king pharmaceuticals ltd)	TCA		1
4118	tricyclic and related antidepressants/neuropathic pain	nortriptyline hydrochloride	nortriptyline 10mg capsule	TCA		1
12549	tricyclic and related antidepressants/neuropathic pain	nortriptyline hydrochloride	aventyl 10mg/5ml liquid (eli lilly and company ltd)	TCA		1
63276	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 25mg tablets (alliance healthcare (distribution) ltd)	TCA		1
12353	tricyclic and related antidepressants/neuropathic pain	nortriptyline hydrochloride	aventyl 25mg capsule (eli lilly and company ltd)	TCA		1
3903	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 25mg tablets	TCA		1
65237	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg tablets (a a h pharmaceuticals ltd)	TCA		1
7678	tricyclic and related antidepressants/neuropathic pain	nortriptyline hydrochloride	nortriptyline 25mg capsule	TCA		1
65445	tricyclic and related antidepressants	trimipramine maleate	trimipramine 50mg capsules (a a h pharmaceuticals ltd)	TCA		1
66919	tricyclic and related antidepressants	trimipramine maleate	trimipramine 50mg capsules (waymade healthcare plc)	TCA		1
57978	tricyclic and related antidepressants	trimipramine maleate	trimipramine 25mg tablets (waymade healthcare plc)	TCA		1
3196	tricyclic and related antidepressants	trimipramine maleate	trimipramine 50mg capsules	TCA		1
65213	tricyclic and related antidepressants	trimipramine maleate	trimipramine 50mg/5ml oral solution	TCA		1
8928	tricyclic and related antidepressants	trimipramine maleate	surmontil 10mg tablets (sanofi)	TCA		1
2531	tricyclic and related antidepressants	trimipramine maleate	surmontil 50mg capsules (sanofi)	TCA		1
42228	tricyclic and related antidepressants	trimipramine maleate	trimipramine 10mg tablets (a a h pharmaceuticals ltd)	TCA		1
53808	tricyclic and related antidepressants	trimipramine maleate	trimipramine 10mg tablets (phoenix healthcare distribution ltd)	TCA		1
4310	tricyclic and related antidepressants	trimipramine maleate	trimipramine 10mg tablets	TCA		1
66493	tricyclic and related antidepressants	trimipramine maleate	trimipramine 25mg/5ml oral suspension	TCA		1
2039	tricyclic and related antidepressants	trimipramine maleate	trimipramine 25mg tablets	TCA		1
45226	tricyclic and related antidepressants	trimipramine maleate	trimipramine 25mg tablets (a a h pharmaceuticals ltd)	TCA		1
2532	tricyclic and related antidepressants	trimipramine maleate	surmontil 25mg tablets (sanofi)	TCA		1
18290	monoamine-oxidase inhibitors (maoi)	iproniazide	marsilid 25mg tablet (roche products ltd)	MAOI	1	1
25945	monoamine-oxidase inhibitors (maoi)	iproniazide	iproniazid 25mg	MAOI	1	1
82839	monoamine-oxidase inhibitors (maoi)	phenelzine sulfate	phenelzine 15mg capsules	MAOI	1	1
41731	monoamine-oxidase inhibitors (maoi)	isocarboxazid	isocarboxazid 10mg tablet (cambridge laboratories ltd)	MAOI		1
12207	monoamine-oxidase inhibitors (maoi)	isocarboxazid	isocarboxazid 10mg tablets	MAOI		1
12503	monoamine-oxidase inhibitors (maoi)	isocarboxazid	marplan 10mg tablet (cambridge laboratories ltd)	MAOI		1
4321	monoamine-oxidase inhibitors (maoi)	phenelzine sulfate	phenelzine 15mg tablets	MAOI		1
3349	monoamine-oxidase inhibitors (maoi)	phenelzine sulfate	nardil 15mg tablets (neon healthcare ltd)	MAOI		1
10787	monoamine-oxidase inhibitors (maoi)	tranylcypromine sulfate	parnate 10mg tablet (goldshield pharmaceuticals ltd)	MAOI		1
41654	monoamine-oxidase inhibitors (maoi)	tranylcypromine sulfate	tranylcypromine 10mg tablets (advanz pharma)	MAOI		1
3783	monoamine-oxidase inhibitors (maoi)	tranylcypromine sulfate	tranylcypromine 10mg tablets	MAOI		1
84842	reversible monoamine-oxidase inhibitors	moclobemide	moclobemide 150mg tablets (sandoz ltd)	RIMA	1	1
67305	reversible monoamine-oxidase inhibitors	moclobemide	moclobemide 150mg tablets (sigma pharmaceuticals plc)	RIMA		1
41747	reversible monoamine-oxidase inhibitors	moclobemide	moclobemide 150mg tablets (teva uk ltd)	RIMA		1
5187	reversible monoamine-oxidase inhibitors	moclobemide	moclobemide 300mg tablets	RIMA		1
5832	reversible monoamine-oxidase inhibitors	moclobemide	manerix 300mg tablets (viatris uk healthcare ltd)	RIMA		1
9206	reversible monoamine-oxidase inhibitors	moclobemide	manerix 150mg tablets (viatris uk healthcare ltd)	RIMA		1
2883	reversible monoamine-oxidase inhibitors	moclobemide	moclobemide 150mg tablets	RIMA		1
65482	other antidepressants	vortioxetine hydrobromide	vortioxetine 5mg tablets	SMS		1
69992	other antidepressants	vortioxetine hydrobromide	brintellix 5mg tablets (lundbeck ltd)	SMS		1
69991	other antidepressants	vortioxetine hydrobromide	brintellix 20mg tablets (lundbeck ltd)	SMS		1
67874	other antidepressants	vortioxetine hydrobromide	brintellix 10mg tablets (lundbeck ltd)	SMS		1
65483	other antidepressants	vortioxetine hydrobromide	vortioxetine 10mg tablets	SMS		1
66890	other antidepressants	vortioxetine hydrobromide	vortioxetine 20mg tablets	SMS		1
3353	unknown		l-tryptophan 500 mg cap	Atypical	1	1
31168	unknown		mirtazapine	Atypical	1	1
79252	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets (alliance healthcare (distribution) ltd)	Atypical	1	1
80953	other antidepressants	mirtazapine	mirtazapine 30mg tablet (kent pharmaceuticals ltd)	Atypical	1	1
82510	other antidepressants	mirtazapine	zispin soltab 30mg orodispersible tablets (waymade healthcare plc)	Atypical	1	1
77488	other antidepressants	mirtazapine	mirtazapine 30mg tablets (arrow generics ltd)	Atypical	1	1
74557	other antidepressants	mirtazapine	mirtazapine 15mg tablets (sigma pharmaceuticals plc)	Atypical	1	1
80893	other antidepressants	mirtazapine	zispin soltab 30mg orodispersible tablets (mawdsley-brooks & company ltd)	Atypical	1	1
82469	other antidepressants	mirtazapine	mirtazapine 15mg tablets (genesis pharmaceuticals ltd)	Atypical	1	1
84696	other antidepressants	mirtazapine	mirtazapine 30mg tablets (viatris uk healthcare ltd)	Atypical	1	1
77865	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (phoenix healthcare distribution ltd)	Atypical	1	1
82206	other antidepressants	mirtazapine	mirtazapine 15mg tablets (noumed life sciences ltd)	Atypical	1	1
86314	other antidepressants	mirtazapine	mirtazapine 15mg tablets (northstar healthcare unlimited company)	Atypical	1	1
79008	other antidepressants	mirtazapine	mirtazapine 30mg orodispersible tablets (teva uk ltd)	Atypical	1	1
76187	other antidepressants	mirtazapine	mirtazapine 30mg orodispersible tablets (viatris uk healthcare ltd)	Atypical	1	1
84387	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (medreich plc)	Atypical	1	1
86095	other antidepressants	mirtazapine	mirtazapine 15mg tablets (phoenix healthcare distribution ltd)	Atypical	1	1
81914	other antidepressants	mirtazapine	mirtazapine 15mg/ml oral solution sugar free (alliance healthcare (distribution) ltd)	Atypical	1	1
82070	other antidepressants	mirtazapine	mirtazapine 30mg tablets (ennogen healthcare ltd)	Atypical	1	1
82520	other antidepressants	mirtazapine	zispin soltab 15mg orodispersible tablets (waymade healthcare plc)	Atypical	1	1
82682	other antidepressants	mirtazapine	mirtazapine 15mg tablets (relonchem ltd)	Atypical	1	1
82326	other antidepressants	mirtazapine	mirtazapine 30mg tablets (medreich plc)	Atypical	1	1
77377	other antidepressants	mirtazapine	zispin 30mg tablets (dowelhurst ltd)	Atypical	1	1
82245	other antidepressants	mirtazapine	mirtazapine 75mg/5ml oral suspension	Atypical	1	1
78654	other antidepressants	mirtazapine	mirtazapine 30mg tablets (milpharm ltd)	Atypical	1	1
4554	selective serotonin re-uptake inhibitors (ssri)	nefazodone hydrochloride	nefazodone 100mg tablets	Atypical	1	1
4011	selective serotonin re-uptake inhibitors (ssri)	nefazodone hydrochloride	nefazodone 200mg tablets	Atypical	1	1
4297	selective serotonin re-uptake inhibitors (ssri)	nefazodone hydrochloride	dutonin 200mg tablets (bristol-myers squibb pharmaceuticals ltd)	Atypical	1	1
9534	other antidepressants	nefazodone hydrochloride	nefazodone starter pack	Atypical	1	1
63827	unknown	nefazodone hydrochloride	dutonin 50mg tablets (bristol-myers squibb pharmaceuticals ltd)	Atypical	1	1
67757	unknown	nefazodone hydrochloride	nefazodone 50mg tablets	Atypical	1	1
3391	selective serotonin re-uptake inhibitors (ssri)	nefazodone hydrochloride	dutonin 100mg tablets (bristol-myers squibb pharmaceuticals ltd)	Atypical	1	1
76480	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg tablets (alliance healthcare (distribution) ltd)	Atypical	1	1
81210	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg tablets	Atypical	1	1
83013	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 25mg/5ml oral solution	Atypical	1	1
85939	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg/5ml oral solution sugar free (alliance healthcare (distribution) ltd)	Atypical	1	1
73419	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg tablets (a a h pharmaceuticals ltd)	Atypical	1	1
73639	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg capsules (accord healthcare ltd)	Atypical	1	1
81245	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg tablets	Atypical	1	1
80399	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg/5ml oral suspension	Atypical	1	1
73636	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg tablets (actavis uk ltd)	Atypical	1	1
77474	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg/5ml oral solution sugar free (zentiva pharma uk ltd)	Atypical	1	1
77915	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg tablets (accord healthcare ltd)	Atypical	1	1
54686	other antidepressants	tryptophan	tryptophan 500mg capsules	Atypical	1	1
20504	other antidepressants	tryptophan	optimax wv tablet (e. merck)	Atypical	1	1
5611	other antidepressants	tryptophan	optimax 500mg tablets (esteve pharmaceuticals ltd)	Atypical	1	1
54747	other antidepressants	tryptophan	optimax 500mg capsules (special order)	Atypical	1	1
4422	other antidepressants	tryptophan	tryptophan 500mg tablets	Atypical	1	1
12221	other antidepressants	tryptophan	pacitron 500mg tablet (rorer pharmaceuticals ltd)	Atypical	1	1
40494	other antidepressants	agomelatine	agomelatine 25mg tablets	Atypical		1
